Experiment_ID;Agent_ID;Kick_Time;Orientation_Difference_To_Focal;vx;vy
151;1;195.2;0.463265323;-0.0363;0.1294
151;3;195.76;0.0;-0.0859;0.031
151;5;195.76;-0.086285703;-0.0793;0.0211
151;2;195.76;0.121949346;-0.0516;0.0261
151;1;195.76;0.286290959;-0.0727;0.0533
151;4;195.76;0.571611094;-0.0208;0.0272
151;3;196.48;0.0;-0.0707;0.0141
151;5;196.48;-0.40232152;-0.107;-0.0223
151;2;196.48;0.060333759;-0.0711;0.0187
151;1;196.48;0.315816879;-0.0851;0.0479
151;4;196.48;0.871047484;-0.039;0.0709
151;3;197.8;0.0;-0.1368;-0.0794
151;5;197.8;-0.226693633;-0.0645;-0.0604
151;2;197.8;-0.067810959;-0.1412;-0.0953
151;1;197.8;-0.000549931;-0.1485;-0.0863
151;4;197.8;0.297583289;-0.1743;-0.0405
151;3;198.56;0.0;-0.0473;-0.0814
151;2;198.56;0.191347421;-0.0454;-0.052
151;5;198.56;0.211781956;-0.0252;-0.0277
151;4;198.56;0.324796509;-0.0364;-0.0319
151;1;198.56;0.403407545;-0.0512;-0.0382
