Run_ID,Velocity,Loss_Function,Model,Fitness
5,orientation,cosine,bias_wall_zone_repulsion_zone,17.709500000000002
5,orientation,mse_kicktime,bias_zero,0.5193489380043916
5,orientation,mse_kicktime,bias_random,0.5125978437628057
5,orientation,mse_kicktime,bias_wall,0.5077322157188882
5,orientation,mse_kicktime,bias_positive,0.5199923186815409
5,orientation,mse_kicktime,bias_negative,0.520739122930069
5,orientation,mse_kicktime,bias_wall_zone_alignment_domain,0.5150794623897288
5,orientation,mse_kicktime,bias_wall_zone_alignment_zone,0.5197867435520056
5,orientation,mse_kicktime,bias_wall_zone_repulsion_alignment_domain,0.5174319722881522
5,orientation,mse_kicktime,bias_wall_zone_repulsion_alignment_zone,0.5197119739407463
5,orientation,mse_kicktime,bias_wall_zone_repulsion_zone,0.5187021703858266
5,orientation,mse_trajectory,bias_zero,1.109554350845793
5,orientation,mse_trajectory,bias_random,1.0757698472894626
5,orientation,mse_trajectory,bias_wall,1.2988997401850888
5,orientation,mse_trajectory,bias_positive,7.029120002467702
5,orientation,mse_trajectory,bias_negative,9.557468313848455
5,orientation,mse_trajectory,bias_wall_zone_alignment_domain,1.111679233555938
5,orientation,mse_trajectory,bias_wall_zone_alignment_zone,1.2458082013269547
5,orientation,mse_trajectory,bias_wall_zone_repulsion_alignment_domain,1.3796094704539406
5,orientation,mse_trajectory,bias_wall_zone_repulsion_alignment_zone,1.2545529429312845
5,orientation,mse_trajectory,bias_wall_zone_repulsion_zone,1.3615505176858624
5,distance,cosine,bias_zero,15.727099999999982
5,distance,cosine,bias_random,15.43290000000001
5,distance,cosine,bias_wall,15.820800000000002
5,distance,cosine,bias_positive,15.566499999999984
5,distance,cosine,bias_negative,15.672199999999984
5,distance,cosine,bias_wall_zone_alignment_domain,17.0866
5,distance,cosine,bias_wall_zone_alignment_zone,15.763100000000007
5,distance,cosine,bias_wall_zone_repulsion_alignment_domain,15.907799999999998
5,distance,cosine,bias_wall_zone_repulsion_alignment_zone,15.964299999999994
5,distance,cosine,bias_wall_zone_repulsion_zone,15.601000000000003
5,distance,mse_kicktime,bias_zero,0.43123934819769255
5,distance,mse_kicktime,bias_random,0.42897029637419265
5,distance,mse_kicktime,bias_wall,0.4165898639711211
5,distance,mse_kicktime,bias_positive,0.43203464454275514
5,distance,mse_kicktime,bias_negative,0.4321071643527262
5,distance,mse_kicktime,bias_wall_zone_alignment_domain,0.42244993191954144
5,distance,mse_kicktime,bias_wall_zone_alignment_zone,0.428312582444664
5,distance,mse_kicktime,bias_wall_zone_repulsion_alignment_domain,0.4295696527383945
5,distance,mse_kicktime,bias_wall_zone_repulsion_alignment_zone,0.43162069989303037
5,distance,mse_kicktime,bias_wall_zone_repulsion_zone,0.43120179645855533
5,distance,mse_trajectory,bias_zero,1.0887141987247408
5,distance,mse_trajectory,bias_random,1.01998266465962
5,distance,mse_trajectory,bias_wall,1.3965141857011631
5,distance,mse_trajectory,bias_positive,2.725460253142083
5,distance,mse_trajectory,bias_negative,2.4573185273796305
5,distance,mse_trajectory,bias_wall_zone_alignment_domain,1.1727490523668382
5,distance,mse_trajectory,bias_wall_zone_alignment_zone,1.1012264584918396
5,distance,mse_trajectory,bias_wall_zone_repulsion_alignment_domain,1.1186230042083993
5,distance,mse_trajectory,bias_wall_zone_repulsion_alignment_zone,1.1134396668692532
5,distance,mse_trajectory,bias_wall_zone_repulsion_zone,1.8132595520414552
5,bearing,cosine,bias_zero,18.16469999999999
5,bearing,cosine,bias_random,18.60379999999999
5,bearing,cosine,bias_wall,18.25659999999999
